"advertiser_id","advertiser_name","advertisers_with_eligible_prices","arrival","best_price_amount","best_price_currency","best_price_eurocents","cheapest_price","city","construction_year","country","departure","distance_info","forecasted_price_amount","forecasted_price_eurocents","has_special_offer","highlights","hotel_category","hotel_id","hotel_name","latitude","longitude","review_count","star_rating","user_rating"
,,"25","2026-09-19",,,,,"London",,,"2026-09-20","0.5 miles to Hyde Park","85","9918",,"Terrace Restaurant and conservatory, Victorian elegance with modern flair",,"100/12696","Blakemore Hyde Park","51.512969970703125","-0.18374000489711761","16551","4","8.3"
,,"22","2026-09-19",,,,,"London",,,"2026-09-20","0.8 miles to Hyde Park","78","9132",,"Halia Malaysian restaurant, Victorian townhouse architecture",,"100/926625","Grand Plaza Serviced Apartments","51.5135498046875","-0.19075000286102295","17921","4","7.8"
,,"17","2026-09-19",,,,,"London",,,"2026-09-20","0.9 miles to Hyde Park","46","5335",,"Victorian townhouse charm, Versatile family accommodations",,"100/896259","Notting Hill Gate Hotel","51.51018142700195","-0.1930599957704544","4618","3","6.2"
,,"22","2026-09-19",,,,,"London",,,"2026-09-20","1.7 miles to Tower Bridge","148","17239",,"Light-bathed Sky High rooms, Family-friendly pool hours",,"100/3485786","Montcalm East, Autograph Collection","51.5277099609375","-0.08895000070333481","10232","5","9.0"
,,"20","2026-09-19",,,,,"London",,,"2026-09-20","1.5 miles to Tower Bridge","81","9434",,"Unique London map bathroom tiling, Compact on-site fitness studio",,"100/13305","Citadines Barbican London","51.52207946777344","-0.09765999764204025","5497","4","8.7"
,,"21","2026-09-19",,,,,"London","2013",,"2026-09-20","0.9 miles to Tower Bridge","57","6649",,"Secure gated on-site parking, Recycled bike rental service",,"100/2873172","The Corner London City","51.51618957519531","-0.06768999993801117","17349","3","8.6"
,,"21","2026-09-19",,,,,"London",,,"2026-09-20","0.5 miles to Tower Bridge","111","12940",,"Historic Roman wall views, Expansive 25-meter indoor pool",,"100/47191","Leonardo Royal Hotel London City","51.510719299316406","-0.07669000327587128","22741","4","8.6"
,,"15","2026-09-19",,,,,"London",,,"2026-09-20","1.6 miles to City centre","324","37722",,"Indoor heated swimming pool, High-tech room features",,"100/39741844","Park Hyatt London River Thames","51.48429870605469","-0.12794999778270721","708","5","9.2"
,,"20","2026-09-19",,,,,"London",,,"2026-09-20","1.7 miles to Hyde Park","65","7619",,"Individually designed guestrooms, Earl's Court district access",,"100/12659","Merit Kensington Hotel","51.49119186401367","-0.1934099942445755","7052","4","8.0"
,,"7","2026-09-19",,,,,"London","2014",,"2026-09-20","0.8 miles to Tower Bridge","68","7946",,"Quiet inner-courtyard views, Bar and Block Steakhouse",,"100/3238462","Premier Inn London City - Aldgate","51.514190673828125","-0.06970000267028809","10932","3","8.8"
,,"7","2026-09-19",,,,,"London",,,"2026-09-20","1.2 miles to City centre","184","21435",,"Family-friendly connecting apartments, Prime St. Paul's Cathedral location",,"100/36419574","master St. Paul's","51.51332092285156","-0.10106000304222107","1582",,"9.2"
,,"16","2026-09-19",,,,,"London",,,"2026-09-20","2.1 miles to City centre","88","10195",,"Artisanal coffee at Frequency Cafe, Tower Bridge landmark proximity",,"100/21007848","Bermonds Locke Tower Bridge","51.499149322509766","-0.07923000305891037","3967","4","8.6"
,,"15","2026-09-19",,,,,"London",,,"2026-09-20","0.8 miles to Buckingham Palace","89","10391",,"Proximity to iconic landmarks, Dedicated cinema room",,"100/820061","Astor Victoria Hostel","51.49026870727539","-0.137580007314682","17685","2","7.7"
,,"16","2026-09-19",,,,,"London","1868",,"2026-09-20","1.1 miles to Hyde Park","124","14385",,"Victorian townhouse boutique charm, On-site fitness studio",,"100/541941","The Queen's Gate Hotel","51.49822998046875","-0.17993000149726868","7058","4","8.8"
,,"5","2026-09-19",,,,,"London","1870",,"2026-09-20","1.8 miles to Hyde Park","89","10312",,"Authentic Victorian boutique charm, Kensington Olympia transport links",,"100/922353","London Visitors Hotel","51.49822998046875","-0.2076999992132187","3645","2","8.3"
,,"18","2026-09-19",,,,,"London",,,"2026-09-20","0.8 miles to City centre","641","74562",,"Hanover Bar rooftop terrace, Subterranean spa and 25-meter pool",,"100/33270124","Mandarin Oriental Mayfair, London","51.51327896118164","-0.14398999512195587","444","5","9.2"
,,"18","2026-09-19",,,,,"London",,,"2026-09-20","1.4 miles to City centre","257","29885",,"Hithe and Seek wine bar, Heated indoor swimming pool",,"100/25389080","The Westin London City","51.51081848144531","-0.09529999643564224","2869","5","9.3"
,,"5","2026-09-19",,,,,"London",,,"2026-09-20","0.4 miles to Big Ben","67","7743",,"Guided walking tours, Adults-only shared dormitories",,"100/2197834","The Walrus Bar and Hostel","51.4999885559082","-0.11437000334262848","7780","1","8.1"
,,"8","2026-09-19",,,,,"London",,,"2026-09-20","0.5 miles to Tower Bridge","69","8030",,"Thyme restaurant and bar, Sky Garden proximity",,"100/3044750","Premier Inn London Bank - Tower","51.50960922241211","-0.08352000266313553","9647","3","8.6"
,,"24","2026-09-19",,,,,"London","1",,"2026-09-20","0.5 miles to Buckingham Palace","204","23726",,"Japanese-Peruvian Nobu restaurant, In-room technology controls",,"100/32726","COMO Metropolitan London","51.50505065917969","-0.15000000596046448","4886","5","9.2"
,,"23","2026-09-19",,,,,"London","1965",,"2026-09-20","0.9 miles to Hyde Park","164","19069",,"Iconic Kensington Palace views, Refined Origin Kensington restaurant",,"100/47698","Royal Garden Hotel","51.502689361572266","-0.18838000297546387","14934","5","8.9"
,,"11","2026-09-19",,,,,"London",,,"2026-09-20","3.1 miles to City centre","90","10448",,"Tranquil rooftop garden, Private balconies and terraces",,"100/22910984","City Prime Camden","51.552730560302734","-0.12409000098705292","3476","4","9.2"
,,"12","2026-09-19",,,,,"London",,,"2026-09-20","1.5 miles to City centre","80","9367",,"Prime King's Cross location, Cozy and efficient accommodation",,"100/35039704","Argo Hotel - Kings Cross","51.5288200378418","-0.12148000299930573","4341","3","7.6"
,,"2","2026-09-19",,,,,"London",,,"2026-09-20","0.5 miles to Trafalgar Square","416","48400",,"Thoughtfully designed living spaces, Duplex penthouse with rooftop pavilion",,"100/3879912","Covent Garden Apartments","51.51469039916992","-0.12381000071763992","170","4","9.5"
,,"17","2026-09-19",,,,,"London",,,"2026-09-20","1.1 miles to City centre","82","9600",,"Boutique townhouse concept, Victoria district location",,"100/6689264","The Eaton Townhouse","51.49401092529297","-0.14101000130176544","1219","3","8.0"
,,"14","2026-09-19",,,,,"London",,,"2026-09-20","1.7 miles to City centre","137","15933",,"Wilderness Kitchen restaurant, Family-friendly accommodations",,"100/42782486","Hotel Indigo London Clerkenwell By Ihg","51.52347183227539","-0.09890999644994736","775","4","9.0"
,,"19","2026-09-19",,,,,"London","1",,"2026-09-20","0.9 miles to Hyde Park","123","14279",,"Edwardian boutique charm, Private courtyard terrace rooms",,"100/18439","Ten Manchester Street Hotel","51.518798828125","-0.15384000539779663","3393","4","8.6"
,,"18","2026-09-19",,,,,"London",,,"2026-09-20","0.2 miles to Hyde Park","59","6845",,"Victorian townhouse heritage, Hyde Park greenery access",,"100/81453","Europa House Hotel","51.5148811340332","-0.17257000505924225","2033","2","7.5"
,,"20","2026-09-19",,,,,"London","1908",,"2026-09-20","0.4 miles to Buckingham Palace","132","15333",,"Vintage caged elevator, Prime Mayfair location",,"100/1160332","Curzon Street by Mansley","51.50675964355469","-0.1466899961233139","1477","4","8.7"
,,"24","2026-09-19",,,,,"London",,,"2026-09-20","1.0 miles to Tower Bridge","112","12984",,"Art deco dining at Avenue Restaurant, High-end in-room audio and coffee",,"100/1284432","Clayton Hotel London Wall","51.51599884033203","-0.08810999989509583","6265","4","9.2"
,,"14","2026-09-19",,,,,"London",,,"2026-09-20","0.8 miles to Buckingham Palace","88","10215",,"Family-run Victorian townhouse, Versatile family room configurations",,"100/82413","Melbourne House Hotel","51.49016189575195","-0.1373099982738495","3076","3","8.4"
,,"9","2026-09-19",,,,,"London",,,"2026-09-20","0.5 miles to Hyde Park","66","7643",,"Victorian townhouse heritage, Versatile family guest rooms",,"100/12669","The Gate Hotel","51.513641357421875","-0.1839900016784668","893","2","6.7"
,,"18","2026-09-19",,,,,"London",,,"2026-09-20","1.4 miles to Tower Bridge","68","7868",,"Budget-friendly London base, Nearby historical and cultural sites",,"100/149074","Eurotraveller Hotel- Express (Elephant & Castle)","51.4899787902832","-0.097680002450943","2753","3","7.6"
,,"20","2026-09-19",,,,,"London","1877",,"2026-09-20","1.2 miles to Hyde Park","96","11220",,"Scoff & Banter seasonal dining, Historic Grade II-listed townhouses",,"100/12651","Radisson Blu Hotel, London South Kensington","51.49536895751953","-0.1818999946117401","15843","4","7.8"
,,"18","2026-09-19",,,,,"London",,,"2026-09-20","0.3 miles to Hyde Park","39","4483",,"Victorian townhouse charm, Paddington Station proximity",,"100/13379","Shakespeare Hotel","51.516090393066406","-0.17361000180244446","7332","3","7.0"
,,"8","2026-09-19",,,,,"London","2014",,"2026-09-20","0.6 miles to Tower Bridge","94","10911",,"Panoramic London skyline views, Royal Tower of London design",,"100/3078136","Motel One London-Tower Hill","51.51277160644531","-0.07528000324964523","12707","3","8.8"
,,"22","2026-09-19",,,,,"London",,,"2026-09-20","0.8 miles to Tower Bridge","61","7144",,"Quiet upper floor city views, Global flavors at Fogg's restaurant",,"100/46226","ibis London City - Shoreditch","51.515689849853516","-0.07252000272274017","20184","3","8.3"
,,"0","2026-09-19",,,,,"London",,,"2026-09-20","0.7 miles to Trafalgar Square",,,,"Mediterranean dining at 42 Holborn, Private outdoor terrace",,"100/2144308","Club Quarters Hotel Covent Garden Holborn, London","51.51605987548828","-0.11858999729156494","8913","4","8.5"
,,"13","2026-09-19",,,,,"London",,,"2026-09-20","2.3 miles to City centre","172","20074",,"Subterranean skyline-view swimming pool, Sky-high Solaya dining experience",,"100/36271568","art’otel London Hoxton","51.52619171142578","-0.08336000144481659","7934","5","9.3"
,,"10","2026-09-19",,,,,"London",,,"2026-09-20","2.0 miles to City centre","145","16885",,"Iconic London landmark views, Rycrofte's Restaurant, Coffeehouse and Bar",,"100/43742138","The Derby London City, Curio Collection By Hilton","51.510009765625","-0.08206000179052353","357","4","9.5"
,,"19","2026-09-19",,,,,"London","1866",,"2026-09-20","0.2 miles to Hyde Park","104","12128",,"Personalized concierge hospitality, Handmade beds with silk details",,"100/47812","Roseate House London","51.5140495300293","-0.1764499992132187","6679","5","9.0"
,,"4","2026-09-19",,,,,"London",,,"2026-09-20","2.0 miles to City centre","43","5018",,"Engaging karaoke nights, Proximity to Madame Tussauds",,"100/31572822","Bell House Hostel","51.52204895019531","-0.1661199927330017","2558",,"6.4"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","0.8 miles to Buckingham Palace","339","39483",,"Gordon Ramsay signature dining, Historic stately town house charm",,"100/48151","London Marriott Hotel Grosvenor Square","51.512611389160156","-0.15091000497341156","5618","5","8.3"
,,"12","2026-09-19",,,,,"London",,,"2026-09-20","0.7 miles to Buckingham Palace","57","6580",,"Pimlico neighborhood charm, Walkable iconic landmarks",,"100/152901","Lidos Hotel","51.49087905883789","-0.13878999650478363","3806","3","7.7"
,,"22","2026-09-19",,,,,"London",,,"2026-09-20","0.6 miles to Hyde Park","107","12463",,"Boutique townhouse elegance, Marylebone and Mayfair access",,"100/1768383","The Marble Arch London","51.51483917236328","-0.15967999398708344","3737","5","7.7"
,,"8","2026-09-19",,,,,"London",,,"2026-09-20","1.1 miles to Hyde Park","196","22834",,"Marylebone townhouse setting, Whirlpool baths in select suites",,"100/149086","Nottingham Place Hotel London","51.52214050292969","-0.15338000655174255","1548","4","7.9"
,,"5","2026-09-19",,,,,"London",,,"2026-09-20","1.2 miles to City centre","104","12103",,"Streamlined urban base concept, Victoria Station transport hub",,"100/48763340","Four Points Flex by Sheraton London Victoria","51.49092102050781","-0.13895000517368317","52","2","7.6"
,,"1","2026-09-19",,,,,"London",,,"2026-09-20","0.8 miles to Tower Bridge","45","5236",,"Versatile family accommodations, Liverpool Street station proximity",,"100/46694","Travelodge London Liverpool Street","51.51572036743164","-0.07752999663352966","3989","3","7.6"
,,"18","2026-09-19",,,,,"London","1997",,"2026-09-20","0.9 miles to Tower Bridge","81","9480",,"Peloton-equipped fitness center, Family-friendly adjoining rooms",,"100/47147","Hampton by Hilton London City","51.51668930053711","-0.06995999813079834","11731","4","9.1"
,,"22","2026-09-19",,,,,"London",,,"2026-09-20","1.0 miles to Hyde Park","98","11412",,"Marylebone boutique charm, Regent's Park proximity",,"100/18413","Blandford Hotel","51.5212287902832","-0.155799999833107","3901","4","8.0"
,,"0","2026-09-19",,,,,"London","1",,"2026-09-20","1.2 miles to Hyde Park",,,,"Well-equipped fitness center, Exceptional catered dining",,"100/1157502","Bowden Court (Notting Hill)","51.51205825805664","-0.18602000176906586","1314","2","7.5"
,,"14","2026-09-19",,,,,"London",,,"2026-09-20","0.4 miles to Hyde Park","87","10179",,"Laura Ashley floral decor, Central Marble Arch Tube links",,"100/82407","Parkwood Hotel","51.51346969604492","-0.16311000287532806","3485","3","7.7"
,,"19","2026-09-19",,,,,"London","1997",,"2026-09-20","2.2 miles to Trafalgar Square","131","15252",,"Business Design Centre adjacency, Spacious family-friendly suites",,"100/12655","Hilton London Angel Islington","51.535888671875","-0.10480999946594238","7977","4","8.2"
